date,country,value
2020-02-05,Greenland,0
2020-02-05,Guatemala,0
2020-02-05,Guinea,0
2020-02-05,Guyana,0
2020-02-05,Holy See,0
2020-02-05,Honduras,0
2020-02-05,Hungary,0
2020-02-05,Iceland,0
2020-02-05,India,3
2020-02-05,Indonesia,0
2020-02-05,Iran,0
2020-02-05,Iraq,0
2020-02-05,Ireland,0
2020-02-05,Israel,0
2020-02-05,Italy,2
2020-02-05,Jamaica,0
2020-02-05,Japan,22
2020-02-05,Jordan,0
2020-02-05,Kazakhstan,0
2020-02-05,Kenya,0
2020-02-05,"Korea, South",19
2020-02-05,Kosovo,0
2020-02-05,Kuwait,0
2020-02-05,Kyrgyzstan,0
2020-02-05,Latvia,0
2020-02-05,Lebanon,0
2020-02-05,Liberia,0
2020-02-05,Liechtenstein,0
2020-02-05,Lithuania,0
2020-02-05,Luxembourg,0
2020-02-05,Malaysia,12
2020-02-05,Maldives,0
2020-02-05,Malta,0
2020-02-05,Martinique,0
2020-02-05,Mauritania,0
2020-02-05,Mauritius,0
2020-02-05,Mexico,0
2020-02-05,Moldova,0
2020-02-05,Monaco,0
2020-02-05,Mongolia,0
2020-02-05,Montenegro,0
2020-02-05,Morocco,0
2020-02-05,Namibia,0
2020-02-05,Nepal,1
2020-02-05,Netherlands,0
2020-02-05,New Zealand,0
2020-02-05,Nigeria,0
2020-02-05,North Macedonia,0
2020-02-05,Norway,0
2020-02-05,Oman,0
2020-02-05,Pakistan,0
2020-02-05,Panama,0
2020-02-05,Paraguay,0
2020-02-05,Peru,0
2020-02-05,Philippines,2
2020-02-05,Poland,0
2020-02-05,Portugal,0
2020-02-05,Qatar,0
2020-02-05,Romania,0
2020-02-05,Russia,2
2020-02-05,Rwanda,0
2020-02-05,Saint Lucia,0
2020-02-05,Saint Vincent and the Grenadines,0
2020-02-05,San Marino,0
2020-02-05,Saudi Arabia,0
2020-02-05,Senegal,0
2020-02-05,Serbia,0
2020-02-05,Seychelles,0
2020-02-05,Singapore,28
2020-02-05,Slovakia,0
2020-02-05,Slovenia,0
2020-02-05,Somalia,0
2020-02-05,South Africa,0
2020-02-05,Spain,1
2020-02-05,Sri Lanka,1
2020-02-05,Sudan,0
2020-02-05,Suriname,0
2020-02-05,Sweden,1
2020-02-05,Switzerland,0
2020-02-05,Taiwan*,11
2020-02-05,Tanzania,0
2020-02-05,Thailand,25
2020-02-05,The Bahamas,0
2020-02-05,Togo,0
2020-02-05,Trinidad and Tobago,0
2020-02-05,Tunisia,0
2020-02-05,Turkey,0
2020-02-05,US,11
2020-02-05,Ukraine,0
2020-02-05,United Arab Emirates,5
2020-02-05,United Kingdom,2
2020-02-05,Uruguay,0
2020-02-05,Uzbekistan,0
2020-02-05,Venezuela,0
2020-02-05,Vietnam,8
2020-02-05,Zambia,0
2020-02-06,Afghanistan,0
2020-02-06,Albania,0
2020-02-06,Algeria,0
2020-02-06,Andorra,0
2020-02-06,Antigua and Barbuda,0
2020-02-06,Argentina,0
2020-02-06,Armenia,0
2020-02-06,Australia,14
2020-02-06,Austria,0
2020-02-06,Azerbaijan,0
2020-02-06,Bahrain,0
2020-02-06,Bangladesh,0
2020-02-06,Barbados,0
2020-02-06,Belarus,0
2020-02-06,Belgium,1
2020-02-06,Benin,0
2020-02-06,Bhutan,0
2020-02-06,Bolivia,0
2020-02-06,Bosnia and Herzegovina,0
2020-02-06,Brazil,0
2020-02-06,Brunei,0
2020-02-06,Bulgaria,0
2020-02-06,Burkina Faso,0
2020-02-06,Cambodia,1
2020-02-06,Cameroon,0
2020-02-06,Canada,5
2020-02-06,Central African Republic,0
2020-02-06,Chile,0
2020-02-06,China,30587
2020-02-06,Colombia,0
2020-02-06,Congo (Brazzaville),0
2020-02-06,Congo (Kinshasa),0
2020-02-06,Costa Rica,0
2020-02-06,Cote d'Ivoire,0
2020-02-06,Croatia,0
2020-02-06,Cruise Ship,0
2020-02-06,Cuba,0
2020-02-06,Cyprus,0
2020-02-06,Czechia,0
2020-02-06,Denmark,0
2020-02-06,Djibouti,0
2020-02-06,Dominican Republic,0
2020-02-06,Ecuador,0
2020-02-06,Egypt,0
2020-02-06,Equatorial Guinea,0
2020-02-06,Estonia,0
2020-02-06,Eswatini,0
2020-02-06,Ethiopia,0
2020-02-06,Finland,1
2020-02-06,France,6
2020-02-06,Gabon,0
2020-02-06,"Gambia, The",0
2020-02-06,Georgia,0
2020-02-06,Germany,12
2020-02-06,Ghana,0
2020-02-06,Greece,0
2020-02-06,Greenland,0
2020-02-06,Guatemala,0
2020-02-06,Guinea,0
2020-02-06,Guyana,0
2020-02-06,Holy See,0
2020-02-06,Honduras,0
2020-02-06,Hungary,0
2020-02-06,Iceland,0
2020-02-06,India,3
2020-02-06,Indonesia,0
2020-02-06,Iran,0
2020-02-06,Iraq,0
2020-02-06,Ireland,0
2020-02-06,Israel,0
2020-02-06,Italy,2
2020-02-06,Jamaica,0
2020-02-06,Japan,45
2020-02-06,Jordan,0
2020-02-06,Kazakhstan,0
2020-02-06,Kenya,0
2020-02-06,"Korea, South",23
2020-02-06,Kosovo,0
2020-02-06,Kuwait,0
2020-02-06,Kyrgyzstan,0
2020-02-06,Latvia,0
2020-02-06,Lebanon,0
2020-02-06,Liberia,0
2020-02-06,Liechtenstein,0
2020-02-06,Lithuania,0
2020-02-06,Luxembourg,0
2020-02-06,Malaysia,12
2020-02-06,Maldives,0
2020-02-06,Malta,0
2020-02-06,Martinique,0
2020-02-06,Mauritania,0
2020-02-06,Mauritius,0
2020-02-06,Mexico,0
2020-02-06,Moldova,0
2020-02-06,Monaco,0
2020-02-06,Mongolia,0
2020-02-06,Montenegro,0
2020-02-06,Morocco,0
2020-02-06,Namibia,0
2020-02-06,Nepal,1
2020-02-06,Netherlands,0
2020-02-06,New Zealand,0
2020-02-06,Nigeria,0
2020-02-06,North Macedonia,0
2020-02-06,Norway,0
2020-02-06,Oman,0
2020-02-06,Pakistan,0
2020-02-06,Panama,0
2020-02-06,Paraguay,0
2020-02-06,Peru,0
2020-02-06,Philippines,2
2020-02-06,Poland,0
2020-02-06,Portugal,0
2020-02-06,Qatar,0
2020-02-06,Romania,0
2020-02-06,Russia,2
2020-02-06,Rwanda,0
2020-02-06,Saint Lucia,0
2020-02-06,Saint Vincent and the Grenadines,0
2020-02-06,San Marino,0
2020-02-06,Saudi Arabia,0
2020-02-06,Senegal,0
2020-02-06,Serbia,0
2020-02-06,Seychelles,0
2020-02-06,Singapore,28
2020-02-06,Slovakia,0
2020-02-06,Slovenia,0
2020-02-06,Somalia,0
2020-02-06,South Africa,0
2020-02-06,Spain,1
2020-02-06,Sri Lanka,1
2020-02-06,Sudan,0
2020-02-06,Suriname,0
2020-02-06,Sweden,1
2020-02-06,Switzerland,0
2020-02-06,Taiwan*,16
2020-02-06,Tanzania,0
2020-02-06,Thailand,25
2020-02-06,The Bahamas,0
2020-02-06,Togo,0
2020-02-06,Trinidad and Tobago,0
2020-02-06,Tunisia,0
2020-02-06,Turkey,0
2020-02-06,US,11
2020-02-06,Ukraine,0
2020-02-06,United Arab Emirates,5
2020-02-06,United Kingdom,2
2020-02-06,Uruguay,0
2020-02-06,Uzbekistan,0
2020-02-06,Venezuela,0
2020-02-06,Vietnam,10
2020-02-06,Zambia,0
2020-02-07,Afghanistan,0
2020-02-07,Albania,0
2020-02-07,Algeria,0
2020-02-07,Andorra,0
2020-02-07,Antigua and Barbuda,0
2020-02-07,Argentina,0
2020-02-07,Armenia,0
2020-02-07,Australia,15
2020-02-07,Austria,0
2020-02-07,Azerbaijan,0
2020-02-07,Bahrain,0
2020-02-07,Bangladesh,0
2020-02-07,Barbados,0
2020-02-07,Belarus,0
2020-02-07,Belgium,1
2020-02-07,Benin,0
2020-02-07,Bhutan,0
2020-02-07,Bolivia,0
2020-02-07,Bosnia and Herzegovina,0
2020-02-07,Brazil,0
2020-02-07,Brunei,0
2020-02-07,Bulgaria,0
2020-02-07,Burkina Faso,0
2020-02-07,Cambodia,1
2020-02-07,Cameroon,0
2020-02-07,Canada,7
2020-02-07,Central African Republic,0
2020-02-07,Chile,0
2020-02-07,China,34110
2020-02-07,Colombia,0
2020-02-07,Congo (Brazzaville),0
2020-02-07,Congo (Kinshasa),0
2020-02-07,Costa Rica,0
2020-02-07,Cote d'Ivoire,0
2020-02-07,Croatia,0
2020-02-07,Cruise Ship,61
2020-02-07,Cuba,0
2020-02-07,Cyprus,0
2020-02-07,Czechia,0
2020-02-07,Denmark,0
2020-02-07,Djibouti,0
2020-02-07,Dominican Republic,0
2020-02-07,Ecuador,0
2020-02-07,Egypt,0
2020-02-07,Equatorial Guinea,0
2020-02-07,Estonia,0
2020-02-07,Eswatini,0
2020-02-07,Ethiopia,0
2020-02-07,Finland,1
2020-02-07,France,6
2020-02-07,Gabon,0
2020-02-07,"Gambia, The",0
2020-02-07,Georgia,0
2020-02-07,Germany,13
2020-02-07,Ghana,0
2020-02-07,Greece,0
2020-02-07,Greenland,0
2020-02-07,Guatemala,0
2020-02-07,Guinea,0
2020-02-07,Guyana,0
2020-02-07,Holy See,0
2020-02-07,Honduras,0
2020-02-07,Hungary,0
2020-02-07,Iceland,0
2020-02-07,India,3
2020-02-07,Indonesia,0
2020-02-07,Iran,0
2020-02-07,Iraq,0
2020-02-07,Ireland,0
2020-02-07,Israel,0
2020-02-07,Italy,3
2020-02-07,Jamaica,0
2020-02-07,Japan,25
2020-02-07,Jordan,0
2020-02-07,Kazakhstan,0
2020-02-07,Kenya,0
2020-02-07,"Korea, South",24
2020-02-07,Kosovo,0
2020-02-07,Kuwait,0
2020-02-07,Kyrgyzstan,0
2020-02-07,Latvia,0
2020-02-07,Lebanon,0
2020-02-07,Liberia,0
2020-02-07,Liechtenstein,0
2020-02-07,Lithuania,0
2020-02-07,Luxembourg,0
2020-02-07,Malaysia,12
2020-02-07,Maldives,0
2020-02-07,Malta,0
2020-02-07,Martinique,0
2020-02-07,Mauritania,0
2020-02-07,Mauritius,0
2020-02-07,Mexico,0
2020-02-07,Moldova,0
2020-02-07,Monaco,0
2020-02-07,Mongolia,0
2020-02-07,Montenegro,0
2020-02-07,Morocco,0
2020-02-07,Namibia,0
2020-02-07,Nepal,1
2020-02-07,Netherlands,0
2020-02-07,New Zealand,0
2020-02-07,Nigeria,0
2020-02-07,North Macedonia,0
2020-02-07,Norway,0
2020-02-07,Oman,0
2020-02-07,Pakistan,0
2020-02-07,Panama,0
2020-02-07,Paraguay,0
2020-02-07,Peru,0
2020-02-07,Philippines,3
2020-02-07,Poland,0
2020-02-07,Portugal,0
2020-02-07,Qatar,0
2020-02-07,Romania,0
2020-02-07,Russia,2
2020-02-07,Rwanda,0
2020-02-07,Saint Lucia,0
2020-02-07,Saint Vincent and the Grenadines,0
2020-02-07,San Marino,0
2020-02-07,Saudi Arabia,0
2020-02-07,Senegal,0
2020-02-07,Serbia,0
2020-02-07,Seychelles,0
2020-02-07,Singapore,30
2020-02-07,Slovakia,0
2020-02-07,Slovenia,0
2020-02-07,Somalia,0
2020-02-07,South Africa,0
2020-02-07,Spain,1
2020-02-07,Sri Lanka,1
2020-02-07,Sudan,0
2020-02-07,Suriname,0
2020-02-07,Sweden,1
2020-02-07,Switzerland,0
2020-02-07,Taiwan*,16
2020-02-07,Tanzania,0
2020-02-07,Thailand,25
2020-02-07,The Bahamas,0
2020-02-07,Togo,0
2020-02-07,Trinidad and Tobago,0
2020-02-07,Tunisia,0
2020-02-07,Turkey,0
2020-02-07,US,11
2020-02-07,Ukraine,0
2020-02-07,United Arab Emirates,5
2020-02-07,United Kingdom,3
2020-02-07,Uruguay,0
2020-02-07,Uzbekistan,0
2020-02-07,Venezuela,0
2020-02-07,Vietnam,10
2020-02-07,Zambia,0
2020-02-08,Afghanistan,0
2020-02-08,Albania,0
2020-02-08,Algeria,0
2020-02-08,Andorra,0
2020-02-08,Antigua and Barbuda,0
2020-02-08,Argentina,0
2020-02-08,Armenia,0
2020-02-08,Australia,15
2020-02-08,Austria,0
2020-02-08,Azerbaijan,0
2020-02-08,Bahrain,0
2020-02-08,Bangladesh,0
2020-02-08,Barbados,0
2020-02-08,Belarus,0
2020-02-08,Belgium,1
2020-02-08,Benin,0
2020-02-08,Bhutan,0
2020-02-08,Bolivia,0
2020-02-08,Bosnia and Herzegovina,0
2020-02-08,Brazil,0
2020-02-08,Brunei,0
2020-02-08,Bulgaria,0
2020-02-08,Burkina Faso,0
2020-02-08,Cambodia,1
2020-02-08,Cameroon,0
2020-02-08,Canada,7
2020-02-08,Central African Republic,0
2020-02-08,Chile,0
2020-02-08,China,36814
2020-02-08,Colombia,0
2020-02-08,Congo (Brazzaville),0
2020-02-08,Congo (Kinshasa),0
2020-02-08,Costa Rica,0
2020-02-08,Cote d'Ivoire,0
2020-02-08,Croatia,0
2020-02-08,Cruise Ship,61
2020-02-08,Cuba,0
2020-02-08,Cyprus,0
2020-02-08,Czechia,0
2020-02-08,Denmark,0
2020-02-08,Djibouti,0
2020-02-08,Dominican Republic,0
2020-02-08,Ecuador,0
2020-02-08,Egypt,0
2020-02-08,Equatorial Guinea,0
2020-02-08,Estonia,0
2020-02-08,Eswatini,0
2020-02-08,Ethiopia,0
2020-02-08,Finland,1
2020-02-08,France,11
2020-02-08,Gabon,0
2020-02-08,"Gambia, The",0
2020-02-08,Georgia,0
2020-02-08,Germany,13
2020-02-08,Ghana,0
2020-02-08,Greece,0
2020-02-08,Greenland,0
2020-02-08,Guatemala,0
2020-02-08,Guinea,0
2020-02-08,Guyana,0
2020-02-08,Holy See,0
2020-02-08,Honduras,0
2020-02-08,Hungary,0
2020-02-08,Iceland,0
2020-02-08,India,3
2020-02-08,Indonesia,0
2020-02-08,Iran,0
2020-02-08,Iraq,0
2020-02-08,Ireland,0
2020-02-08,Israel,0
2020-02-08,Italy,3
2020-02-08,Jamaica,0
2020-02-08,Japan,25
2020-02-08,Jordan,0
2020-02-08,Kazakhstan,0
2020-02-08,Kenya,0
2020-02-08,"Korea, South",24
2020-02-08,Kosovo,0
2020-02-08,Kuwait,0
2020-02-08,Kyrgyzstan,0
2020-02-08,Latvia,0
2020-02-08,Lebanon,0
2020-02-08,Liberia,0
2020-02-08,Liechtenstein,0
2020-02-08,Lithuania,0
2020-02-08,Luxembourg,0
2020-02-08,Malaysia,16
2020-02-08,Maldives,0
2020-02-08,Malta,0
2020-02-08,Martinique,0
2020-02-08,Mauritania,0
2020-02-08,Mauritius,0
2020-02-08,Mexico,0
2020-02-08,Moldova,0
2020-02-08,Monaco,0
2020-02-08,Mongolia,0
2020-02-08,Montenegro,0
2020-02-08,Morocco,0
2020-02-08,Namibia,0
2020-02-08,Nepal,1
2020-02-08,Netherlands,0
2020-02-08,New Zealand,0
2020-02-08,Nigeria,0
2020-02-08,North Macedonia,0
2020-02-08,Norway,0
2020-02-08,Oman,0
2020-02-08,Pakistan,0
2020-02-08,Panama,0
2020-02-08,Paraguay,0
2020-02-08,Peru,0
2020-02-08,Philippines,3
2020-02-08,Poland,0
2020-02-08,Portugal,0
2020-02-08,Qatar,0
2020-02-08,Romania,0
2020-02-08,Russia,2
2020-02-08,Rwanda,0
2020-02-08,Saint Lucia,0
2020-02-08,Saint Vincent and the Grenadines,0
2020-02-08,San Marino,0
2020-02-08,Saudi Arabia,0
2020-02-08,Senegal,0
2020-02-08,Serbia,0
2020-02-08,Seychelles,0
2020-02-08,Singapore,33
2020-02-08,Slovakia,0
2020-02-08,Slovenia,0
2020-02-08,Somalia,0
2020-02-08,South Africa,0
2020-02-08,Spain,1
2020-02-08,Sri Lanka,1
2020-02-08,Sudan,0
2020-02-08,Suriname,0
2020-02-08,Sweden,1
2020-02-08,Switzerland,0
2020-02-08,Taiwan*,17
2020-02-08,Tanzania,0
2020-02-08,Thailand,32
2020-02-08,The Bahamas,0
2020-02-08,Togo,0
2020-02-08,Trinidad and Tobago,0
2020-02-08,Tunisia,0
2020-02-08,Turkey,0
2020-02-08,US,11
2020-02-08,Ukraine,0
2020-02-08,United Arab Emirates,7
2020-02-08,United Kingdom,3
2020-02-08,Uruguay,0
2020-02-08,Uzbekistan,0
2020-02-08,Venezuela,0
2020-02-08,Vietnam,13
2020-02-08,Zambia,0
2020-02-09,Afghanistan,0
2020-02-09,Albania,0
2020-02-09,Algeria,0
2020-02-09,Andorra,0
2020-02-09,Antigua and Barbuda,0
2020-02-09,Argentina,0
2020-02-09,Armenia,0
2020-02-09,Australia,15
2020-02-09,Austria,0
2020-02-09,Azerbaijan,0
2020-02-09,Bahrain,0
2020-02-09,Bangladesh,0
2020-02-09,Barbados,0
2020-02-09,Belarus,0
2020-02-09,Belgium,1
2020-02-09,Benin,0
2020-02-09,Bhutan,0
2020-02-09,Bolivia,0
2020-02-09,Bosnia and Herzegovina,0
2020-02-09,Brazil,0
2020-02-09,Brunei,0
2020-02-09,Bulgaria,0
2020-02-09,Burkina Faso,0
2020-02-09,Cambodia,1
2020-02-09,Cameroon,0
2020-02-09,Canada,7
2020-02-09,Central African Republic,0
2020-02-09,Chile,0
2020-02-09,China,39829
2020-02-09,Colombia,0
2020-02-09,Congo (Brazzaville),0
2020-02-09,Congo (Kinshasa),0
2020-02-09,Costa Rica,0
2020-02-09,Cote d'Ivoire,0
2020-02-09,Croatia,0
2020-02-09,Cruise Ship,64
2020-02-09,Cuba,0
2020-02-09,Cyprus,0
2020-02-09,Czechia,0
2020-02-09,Denmark,0
2020-02-09,Djibouti,0
2020-02-09,Dominican Republic,0
2020-02-09,Ecuador,0
2020-02-09,Egypt,0
2020-02-09,Equatorial Guinea,0
2020-02-09,Estonia,0
2020-02-09,Eswatini,0
2020-02-09,Ethiopia,0
2020-02-09,Finland,1
2020-02-09,France,11
2020-02-09,Gabon,0
2020-02-09,"Gambia, The",0
2020-02-09,Georgia,0
2020-02-09,Germany,14
2020-02-09,Ghana,0
2020-02-09,Greece,0
2020-02-09,Greenland,0
2020-02-09,Guatemala,0
2020-02-09,Guinea,0
2020-02-09,Guyana,0
2020-02-09,Holy See,0
2020-02-09,Honduras,0
2020-02-09,Hungary,0
2020-02-09,Iceland,0
2020-02-09,India,3
2020-02-09,Indonesia,0
2020-02-09,Iran,0
2020-02-09,Iraq,0
2020-02-09,Ireland,0
2020-02-09,Israel,0
2020-02-09,Italy,3
2020-02-09,Jamaica,0
2020-02-09,Japan,26
2020-02-09,Jordan,0
2020-02-09,Kazakhstan,0
2020-02-09,Kenya,0
2020-02-09,"Korea, South",25
2020-02-09,Kosovo,0
2020-02-09,Kuwait,0
2020-02-09,Kyrgyzstan,0
2020-02-09,Latvia,0
2020-02-09,Lebanon,0
2020-02-09,Liberia,0
2020-02-09,Liechtenstein,0
2020-02-09,Lithuania,0
2020-02-09,Luxembourg,0
2020-02-09,Malaysia,16
2020-02-09,Maldives,0
2020-02-09,Malta,0
2020-02-09,Martinique,0
2020-02-09,Mauritania,0
2020-02-09,Mauritius,0
2020-02-09,Mexico,0
2020-02-09,Moldova,0
2020-02-09,Monaco,0
2020-02-09,Mongolia,0
2020-02-09,Montenegro,0
2020-02-09,Morocco,0
2020-02-09,Namibia,0
2020-02-09,Nepal,1
2020-02-09,Netherlands,0
2020-02-09,New Zealand,0
2020-02-09,Nigeria,0
2020-02-09,North Macedonia,0
2020-02-09,Norway,0
2020-02-09,Oman,0
2020-02-09,Pakistan,0
2020-02-09,Panama,0
2020-02-09,Paraguay,0
2020-02-09,Peru,0
2020-02-09,Philippines,3
2020-02-09,Poland,0
2020-02-09,Portugal,0
2020-02-09,Qatar,0
2020-02-09,Romania,0
2020-02-09,Russia,2
2020-02-09,Rwanda,0
2020-02-09,Saint Lucia,0
2020-02-09,Saint Vincent and the Grenadines,0
2020-02-09,San Marino,0
2020-02-09,Saudi Arabia,0
2020-02-09,Senegal,0
2020-02-09,Serbia,0
2020-02-09,Seychelles,0
2020-02-09,Singapore,40
2020-02-09,Slovakia,0
2020-02-09,Slovenia,0
2020-02-09,Somalia,0
2020-02-09,South Africa,0
2020-02-09,Spain,2
2020-02-09,Sri Lanka,1
2020-02-09,Sudan,0
2020-02-09,Suriname,0
2020-02-09,Sweden,1
2020-02-09,Switzerland,0
2020-02-09,Taiwan*,18
2020-02-09,Tanzania,0
2020-02-09,Thailand,32
2020-02-09,The Bahamas,0
2020-02-09,Togo,0
2020-02-09,Trinidad and Tobago,0
2020-02-09,Tunisia,0
2020-02-09,Turkey,0
2020-02-09,US,11
2020-02-09,Ukraine,0
2020-02-09,United Arab Emirates,7
2020-02-09,United Kingdom,3
2020-02-09,Uruguay,0
2020-02-09,Uzbekistan,0
2020-02-09,Venezuela,0
2020-02-09,Vietnam,13
2020-02-09,Zambia,0
2020-02-10,Afghanistan,0
2020-02-10,Albania,0
2020-02-10,Algeria,0
2020-02-10,Andorra,0
2020-02-10,Antigua and Barbuda,0
2020-02-10,Argentina,0
2020-02-10,Armenia,0
2020-02-10,Australia,15
2020-02-10,Austria,0
2020-02-10,Azerbaijan,0
2020-02-10,Bahrain,0
2020-02-10,Bangladesh,0
2020-02-10,Barbados,0
2020-02-10,Belarus,0
2020-02-10,Belgium,1
2020-02-10,Benin,0
2020-02-10,Bhutan,0
2020-02-10,Bolivia,0
2020-02-10,Bosnia and Herzegovina,0
2020-02-10,Brazil,0
2020-02-10,Brunei,0
2020-02-10,Bulgaria,0
2020-02-10,Burkina Faso,0
2020-02-10,Cambodia,1
2020-02-10,Cameroon,0
2020-02-10,Canada,7
2020-02-10,Central African Republic,0
2020-02-10,Chile,0
2020-02-10,China,42354
2020-02-10,Colombia,0
2020-02-10,Congo (Brazzaville),0
2020-02-10,Congo (Kinshasa),0
2020-02-10,Costa Rica,0
2020-02-10,Cote d'Ivoire,0
2020-02-10,Croatia,0
2020-02-10,Cruise Ship,135
2020-02-10,Cuba,0
2020-02-10,Cyprus,0
2020-02-10,Czechia,0
2020-02-10,Denmark,0
2020-02-10,Djibouti,0
2020-02-10,Dominican Republic,0
2020-02-10,Ecuador,0
2020-02-10,Egypt,0
2020-02-10,Equatorial Guinea,0
2020-02-10,Estonia,0
2020-02-10,Eswatini,0
2020-02-10,Ethiopia,0
2020-02-10,Finland,1
2020-02-10,France,11
2020-02-10,Gabon,0
2020-02-10,"Gambia, The",0
2020-02-10,Georgia,0
2020-02-10,Germany,14
2020-02-10,Ghana,0
2020-02-10,Greece,0
2020-02-10,Greenland,0
2020-02-10,Guatemala,0
2020-02-10,Guinea,0
2020-02-10,Guyana,0
2020-02-10,Holy See,0
2020-02-10,Honduras,0
2020-02-10,Hungary,0
2020-02-10,Iceland,0
2020-02-10,India,3
2020-02-10,Indonesia,0
2020-02-10,Iran,0
2020-02-10,Iraq,0
2020-02-10,Ireland,0
2020-02-10,Israel,0
2020-02-10,Italy,3
2020-02-10,Jamaica,0
2020-02-10,Japan,26
2020-02-10,Jordan,0
2020-02-10,Kazakhstan,0
2020-02-10,Kenya,0
2020-02-10,"Korea, South",27
2020-02-10,Kosovo,0
2020-02-10,Kuwait,0
2020-02-10,Kyrgyzstan,0
2020-02-10,Latvia,0
2020-02-10,Lebanon,0
2020-02-10,Liberia,0
2020-02-10,Liechtenstein,0
2020-02-10,Lithuania,0
2020-02-10,Luxembourg,0
2020-02-10,Malaysia,18
2020-02-10,Maldives,0
2020-02-10,Malta,0
2020-02-10,Martinique,0
2020-02-10,Mauritania,0
2020-02-10,Mauritius,0
2020-02-10,Mexico,0
2020-02-10,Moldova,0
2020-02-10,Monaco,0
2020-02-10,Mongolia,0
2020-02-10,Montenegro,0
2020-02-10,Morocco,0
2020-02-10,Namibia,0
2020-02-10,Nepal,1
2020-02-10,Netherlands,0
2020-02-10,New Zealand,0
2020-02-10,Nigeria,0
2020-02-10,North Macedonia,0
2020-02-10,Norway,0
2020-02-10,Oman,0
2020-02-10,Pakistan,0
2020-02-10,Panama,0
2020-02-10,Paraguay,0
2020-02-10,Peru,0
2020-02-10,Philippines,3
2020-02-10,Poland,0
2020-02-10,Portugal,0
2020-02-10,Qatar,0
2020-02-10,Romania,0
2020-02-10,Russia,2
2020-02-10,Rwanda,0
2020-02-10,Saint Lucia,0
2020-02-10,Saint Vincent and the Grenadines,0
2020-02-10,San Marino,0
2020-02-10,Saudi Arabia,0
2020-02-10,Senegal,0
2020-02-10,Serbia,0
2020-02-10,Seychelles,0
2020-02-10,Singapore,45
2020-02-10,Slovakia,0
2020-02-10,Slovenia,0
2020-02-10,Somalia,0
2020-02-10,South Africa,0
2020-02-10,Spain,2
2020-02-10,Sri Lanka,1
2020-02-10,Sudan,0
2020-02-10,Suriname,0
2020-02-10,Sweden,1
2020-02-10,Switzerland,0
2020-02-10,Taiwan*,18
2020-02-10,Tanzania,0
2020-02-10,Thailand,32
2020-02-10,The Bahamas,0
2020-02-10,Togo,0
2020-02-10,Trinidad and Tobago,0
2020-02-10,Tunisia,0
2020-02-10,Turkey,0
2020-02-10,US,11
2020-02-10,Ukraine,0
2020-02-10,United Arab Emirates,8
2020-02-10,United Kingdom,8
2020-02-10,Uruguay,0
2020-02-10,Uzbekistan,0
2020-02-10,Venezuela,0
2020-02-10,Vietnam,14
2020-02-10,Zambia,0
2020-02-11,Afghanistan,0
2020-02-11,Albania,0
2020-02-11,Algeria,0
2020-02-11,Andorra,0
2020-02-11,Antigua and Barbuda,0
2020-02-11,Argentina,0
2020-02-11,Armenia,0
2020-02-11,Australia,15
2020-02-11,Austria,0
2020-02-11,Azerbaijan,0
2020-02-11,Bahrain,0
2020-02-11,Bangladesh,0
2020-02-11,Barbados,0
2020-02-11,Belarus,0
2020-02-11,Belgium,1
2020-02-11,Benin,0
2020-02-11,Bhutan,0
2020-02-11,Bolivia,0
2020-02-11,Bosnia and Herzegovina,0
2020-02-11,Brazil,0
2020-02-11,Brunei,0
2020-02-11,Bulgaria,0
2020-02-11,Burkina Faso,0
2020-02-11,Cambodia,1
2020-02-11,Cameroon,0
2020-02-11,Canada,7
2020-02-11,Central African Republic,0
2020-02-11,Chile,0
2020-02-11,China,44386
2020-02-11,Colombia,0
2020-02-11,Congo (Brazzaville),0
2020-02-11,Congo (Kinshasa),0
2020-02-11,Costa Rica,0
2020-02-11,Cote d'Ivoire,0
2020-02-11,Croatia,0
2020-02-11,Cruise Ship,135
2020-02-11,Cuba,0
2020-02-11,Cyprus,0
2020-02-11,Czechia,0
2020-02-11,Denmark,0
2020-02-11,Djibouti,0
2020-02-11,Dominican Republic,0
2020-02-11,Ecuador,0
2020-02-11,Egypt,0
2020-02-11,Equatorial Guinea,0
2020-02-11,Estonia,0
2020-02-11,Eswatini,0
2020-02-11,Ethiopia,0
2020-02-11,Finland,1
2020-02-11,France,11
2020-02-11,Gabon,0
2020-02-11,"Gambia, The",0
2020-02-11,Georgia,0
2020-02-11,Germany,16
2020-02-11,Ghana,0
2020-02-11,Greece,0
2020-02-11,Greenland,0
2020-02-11,Guatemala,0
2020-02-11,Guinea,0
2020-02-11,Guyana,0
2020-02-11,Holy See,0
2020-02-11,Honduras,0
2020-02-11,Hungary,0
2020-02-11,Iceland,0
2020-02-11,India,3
2020-02-11,Indonesia,0
2020-02-11,Iran,0
2020-02-11,Iraq,0
2020-02-11,Ireland,0
2020-02-11,Israel,0
2020-02-11,Italy,3
2020-02-11,Jamaica,0
2020-02-11,Japan,26
2020-02-11,Jordan,0
2020-02-11,Kazakhstan,0
2020-02-11,Kenya,0
2020-02-11,"Korea, South",28
2020-02-11,Kosovo,0
2020-02-11,Kuwait,0
2020-02-11,Kyrgyzstan,0
2020-02-11,Latvia,0
2020-02-11,Lebanon,0
2020-02-11,Liberia,0
2020-02-11,Liechtenstein,0
2020-02-11,Lithuania,0
2020-02-11,Luxembourg,0
2020-02-11,Malaysia,18
2020-02-11,Maldives,0
2020-02-11,Malta,0
